Year,Ymd,AAVSO,AMERICAN,Difference,Percent
1953,1953-05-12,0,0,0,NA
1953,1953-05-13,0,0,0,NA
1953,1953-05-14,0,0,0,NA
1953,1953-05-15,0,1,-1,-100
1953,1953-05-16,0,0,0,NA
1953,1953-05-17,11,5,6,120
1953,1953-05-18,6,3,3,100
1953,1953-05-19,12,13,-1,-7.69
1953,1953-05-20,12,12,0,0
1953,1953-05-21,12,11,1,9.09
1953,1953-05-23,15,13,2,15.38
1953,1953-05-24,13,13,0,0
1953,1953-05-25,14,14,0,0
1953,1953-05-26,12,12,0,0
1953,1953-05-27,11,13,-2,-15.38
1953,1953-05-28,12,16,-4,-25
1953,1953-05-29,20,19,1,5.26
1953,1953-05-30,24,22,2,9.09
1953,1953-05-31,0,6,-6,-100
1953,1953-06-01,27,14,13,92.86
1953,1953-06-02,29,26,3,11.54
1953,1953-06-03,31,24,7,29.17
1953,1953-06-04,39,35,4,11.43
1953,1953-06-05,41,34,7,20.59
1953,1953-06-06,43,34,9,26.47
1953,1953-06-07,32,32,0,0
1953,1953-06-08,41,34,7,20.59
1953,1953-06-09,29,30,-1,-3.33
1953,1953-06-10,33,28,5,17.86
1953,1953-06-11,24,17,7,41.18
1953,1953-06-12,11,7,4,57.14
1953,1953-06-13,11,3,8,266.67
1953,1953-06-14,16,18,-2,-11.11
1953,1953-06-15,21,21,0,0
1953,1953-06-16,25,25,0,0
1953,1953-06-18,25,18,7,38.89
1953,1953-06-19,33,26,7,26.92
1953,1953-06-20,34,29,5,17.24
1953,1953-06-21,22,18,4,22.22
1953,1953-06-22,24,17,7,41.18
1953,1953-06-23,15,13,2,15.38
1953,1953-06-24,14,12,2,16.67
1953,1953-06-25,23,17,6,35.29
1953,1953-06-26,12,13,-1,-7.69
1953,1953-06-27,12,5,7,140
1953,1953-06-28,6,4,2,50
1953,1953-06-29,11,7,4,57.14
1953,1953-06-30,6,6,0,0
1953,1953-07-01,0,0,0,NA
1953,1953-07-02,6,4,2,50
1953,1953-07-03,0,0,0,NA
1953,1953-07-04,0,0,0,NA
1953,1953-07-05,0,0,0,NA
1953,1953-07-06,0,0,0,NA
1953,1953-07-07,0,0,0,NA
1953,1953-07-08,0,0,0,NA
1953,1953-07-09,10,8,2,25
1953,1953-07-10,17,15,2,13.33
1953,1953-07-11,15,15,0,0
1953,1953-07-13,27,17,10,58.82
1953,1953-07-15,20,21,-1,-4.76
1953,1953-07-16,18,17,1,5.88
1953,1953-07-17,22,17,5,29.41
1953,1953-07-18,22,16,6,37.5
1953,1953-07-19,14,13,1,7.69
1953,1953-07-20,12,11,1,9.09
1953,1953-07-21,6,4,2,50
1953,1953-07-22,0,0,0,NA
1953,1953-07-23,0,0,0,NA
1953,1953-07-24,0,0,0,NA
1953,1953-07-25,0,0,0,NA
1953,1953-07-26,0,0,0,NA
1953,1953-07-27,0,0,0,NA
1953,1953-07-28,0,0,0,NA
1953,1953-07-29,0,0,0,NA
1953,1953-07-30,0,0,0,NA
1953,1953-07-31,0,0,0,NA
1953,1953-08-01,0,0,0,NA
1953,1953-08-02,14,5,9,180
1953,1953-08-03,17,13,4,30.77
1953,1953-08-04,24,16,8,50
1953,1953-08-05,14,14,0,0
1953,1953-08-06,15,11,4,36.36
1953,1953-08-07,17,12,5,41.67
1953,1953-08-08,30,25,5,20
1953,1953-08-09,31,32,-1,-3.12
1953,1953-08-10,72,55,17,30.91
1953,1953-08-11,96,72,24,33.33
1953,1953-08-12,90,66,24,36.36
1953,1953-08-13,89,67,22,32.84
1953,1953-08-15,64,52,12,23.08
1953,1953-08-16,62,55,7,12.73
1953,1953-08-17,48,43,5,11.63
1953,1953-08-18,44,36,8,22.22
1953,1953-08-19,35,31,4,12.9
1953,1953-08-20,24,18,6,33.33
1953,1953-08-21,23,14,9,64.29
1953,1953-08-22,17,14,3,21.43
1953,1953-08-23,0,3,-3,-100
1953,1953-08-24,0,0,0,NA
1953,1953-08-25,0,0,0,NA
1953,1953-08-26,0,0,0,NA
1953,1953-08-27,0,1,-1,-100
1953,1953-08-28,0,1,-1,-100
1953,1953-08-29,0,0,0,NA
1953,1953-08-30,0,0,0,NA
1953,1953-08-31,0,0,0,NA
1953,1953-09-01,7,2,5,250
1953,1953-09-02,0,0,0,NA
1953,1953-09-03,0,0,0,NA
1953,1953-09-05,0,1,-1,-100
1953,1953-09-06,23,12,11,91.67
1953,1953-09-07,11,14,-3,-21.43
1953,1953-09-08,32,16,16,100
1953,1953-09-09,22,17,5,29.41
1953,1953-09-10,20,18,2,11.11
1953,1953-09-11,28,19,9,47.37
1953,1953-09-12,38,28,10,35.71
1953,1953-09-13,39,20,19,95
1953,1953-09-14,36,27,9,33.33
1953,1953-09-15,44,44,0,0
1953,1953-09-16,53,44,9,20.45
1953,1953-09-17,49,40,9,22.5
1953,1953-09-18,49,38,11,28.95
1953,1953-09-19,11,20,-9,-45
1953,1953-09-20,24,20,4,20
1953,1953-09-21,11,15,-4,-26.67
1953,1953-09-22,11,14,-3,-21.43
1953,1953-09-23,11,11,0,0
1953,1953-09-24,23,13,10,76.92
1953,1953-09-25,24,18,6,33.33
1953,1953-09-26,34,16,18,112.5
1953,1953-09-28,6,0,6,NA
1953,1953-09-29,7,0,7,NA
1953,1953-09-30,0,3,-3,-100
1953,1953-10-01,0,0,0,NA
1953,1953-10-02,0,0,0,NA
1953,1953-10-03,12,4,8,200
1953,1953-10-04,0,3,-3,-100
1953,1953-10-05,0,1,-1,-100
1953,1953-10-06,21,19,2,10.53
1953,1953-10-07,18,18,0,0
1953,1953-10-08,18,15,3,20
1953,1953-10-09,16,17,-1,-5.88
1953,1953-10-10,6,6,0,0
1953,1953-10-11,15,8,7,87.5
1953,1953-10-12,26,13,13,100
1953,1953-10-13,26,18,8,44.44
1953,1953-10-14,32,29,3,10.34
1953,1953-10-15,34,24,10,41.67
1953,1953-10-16,22,18,4,22.22
1953,1953-10-17,0,4,-4,-100
1953,1953-10-18,0,0,0,NA
1953,1953-10-19,0,0,0,NA
1953,1953-10-20,0,0,0,NA
1953,1953-10-21,0,0,0,NA
1953,1953-10-22,0,0,0,NA
1953,1953-10-23,0,1,-1,-100
1953,1953-10-24,0,0,0,NA
1953,1953-10-25,0,0,0,NA
1953,1953-10-26,13,13,0,0
1953,1953-10-27,8,4,4,100
1953,1953-10-29,0,0,0,NA
1953,1953-10-30,13,0,13,NA
1953,1953-10-31,15,7,8,114.29
1953,1953-11-01,16,13,3,23.08
1953,1953-11-02,15,12,3,25
1953,1953-11-03,12,13,-1,-7.69
1953,1953-11-04,0,4,-4,-100
1953,1953-11-05,0,1,-1,-100
1953,1953-11-06,0,0,0,NA
1953,1953-11-07,0,0,0,NA
1953,1953-11-08,0,1,-1,-100
1953,1953-11-09,0,0,0,NA
1953,1953-11-11,0,0,0,NA
1953,1953-11-12,0,0,0,NA
1953,1953-11-15,0,0,0,NA
1953,1953-11-16,0,0,0,NA
1953,1953-11-17,0,0,0,NA
1953,1953-11-18,0,0,0,NA
1953,1953-11-19,0,0,0,NA
1953,1953-11-20,0,1,-1,-100
1953,1953-11-21,0,0,0,NA
1953,1953-11-22,0,0,0,NA
1953,1953-11-23,0,0,0,NA
1953,1953-11-24,0,0,0,NA
1953,1953-11-26,0,1,-1,-100
1953,1953-11-27,0,2,-2,-100
1953,1953-11-28,0,1,-1,-100
1953,1953-11-29,0,0,0,NA
1953,1953-11-30,0,0,0,NA
1953,1953-12-01,0,0,0,NA
1953,1953-12-02,0,0,0,NA
1953,1953-12-03,0,0,0,NA
1953,1953-12-04,0,0,0,NA
1953,1953-12-05,0,0,0,NA
1953,1953-12-06,0,4,-4,-100
1953,1953-12-07,8,6,2,33.33
1953,1953-12-08,0,1,-1,-100
1953,1953-12-09,0,0,0,NA
1953,1953-12-10,0,0,0,NA
1953,1953-12-11,0,0,0,NA
1953,1953-12-12,0,0,0,NA
1953,1953-12-13,0,0,0,NA
1953,1953-12-14,0,0,0,NA
1953,1953-12-15,0,0,0,NA
1953,1953-12-16,0,0,0,NA
1953,1953-12-17,0,0,0,NA
1953,1953-12-18,0,0,0,NA
1953,1953-12-19,0,0,0,NA
1953,1953-12-20,0,0,0,NA
1953,1953-12-21,0,1,-1,-100
1953,1953-12-22,0,0,0,NA
1953,1953-12-23,0,0,0,NA
1953,1953-12-24,12,3,9,300
1953,1953-12-25,0,7,-7,-100
1953,1953-12-26,14,3,11,366.67
1953,1953-12-27,0,1,-1,-100
1953,1953-12-31,0,0,0,NA
1954,1954-01-01,0,0,0,NA
1954,1954-01-02,0,0,0,NA
1954,1954-01-03,0,0,0,NA
1954,1954-01-04,0,0,0,NA
1954,1954-01-05,0,0,0,NA
1954,1954-01-06,0,0,0,NA
1954,1954-01-07,0,0,0,NA
1954,1954-01-08,0,0,0,NA
1954,1954-01-10,0,0,0,NA
1954,1954-01-12,0,0,0,NA
1954,1954-01-13,0,0,0,NA
1954,1954-01-14,0,0,0,NA
1954,1954-01-15,0,0,0,NA
1954,1954-01-16,0,0,0,NA
1954,1954-01-17,0,0,0,NA
1954,1954-01-21,0,0,0,NA
1954,1954-01-22,0,0,0,NA
1954,1954-01-23,0,0,0,NA
1954,1954-01-25,0,0,0,NA
1954,1954-01-26,0,0,0,NA
1954,1954-01-27,0,0,0,NA
1954,1954-01-28,0,0,0,NA
1954,1954-01-29,0,0,0,NA
1954,1954-01-30,0,0,0,NA
1954,1954-01-31,0,0,0,NA
1954,1954-02-01,0,0,0,NA
1954,1954-02-02,0,0,0,NA
1954,1954-02-03,0,0,0,NA
1954,1954-02-04,0,0,0,NA
1954,1954-02-05,0,0,0,NA
1954,1954-02-06,0,0,0,NA
1954,1954-02-07,0,0,0,NA
1954,1954-02-08,0,3,-3,-100
1954,1954-02-09,0,6,-6,-100
1954,1954-02-10,0,0,0,NA
1954,1954-02-11,0,0,0,NA
1954,1954-02-12,0,0,0,NA
1954,1954-02-14,0,0,0,NA
1954,1954-02-15,0,0,0,NA
1954,1954-02-16,6,0,6,NA
1954,1954-02-17,0,0,0,NA
1954,1954-02-18,0,0,0,NA
1954,1954-02-19,0,0,0,NA
1954,1954-02-20,0,0,0,NA
1954,1954-02-21,0,0,0,NA
1954,1954-02-22,0,0,0,NA
1954,1954-02-23,0,0,0,NA
1954,1954-02-24,0,0,0,NA
1954,1954-02-25,0,0,0,NA
1954,1954-02-26,0,0,0,NA
1954,1954-02-27,0,0,0,NA
1954,1954-02-28,0,0,0,NA
1954,1954-03-01,17,10,7,70
1954,1954-03-02,14,8,6,75
1954,1954-03-04,0,1,-1,-100
1954,1954-03-05,0,0,0,NA
1954,1954-03-06,0,0,0,NA
1954,1954-03-07,0,0,0,NA
1954,1954-03-09,0,0,0,NA
1954,1954-03-10,0,0,0,NA
1954,1954-03-11,0,0,0,NA
1954,1954-03-12,15,8,7,87.5
1954,1954-03-13,28,19,9,47.37
1954,1954-03-14,33,24,9,37.5
1954,1954-03-15,72,26,46,176.92
1954,1954-03-16,39,26,13,50
1954,1954-03-17,37,24,13,54.17
1954,1954-03-18,41,26,15,57.69
1954,1954-03-19,25,19,6,31.58
1954,1954-03-20,20,17,3,17.65
1954,1954-03-21,19,15,4,26.67
1954,1954-03-22,13,10,3,30
1954,1954-03-24,11,5,6,120
1954,1954-03-25,0,1,-1,-100
1954,1954-03-26,0,0,0,NA
1954,1954-03-27,0,0,0,NA
1954,1954-03-28,0,0,0,NA
1954,1954-03-30,0,0,0,NA
1954,1954-03-31,0,0,0,NA
1954,1954-04-01,0,0,0,NA
1954,1954-04-02,0,0,0,NA
1954,1954-04-03,0,0,0,NA
1954,1954-04-04,0,0,0,NA
1954,1954-04-05,0,0,0,NA
1954,1954-04-06,11,0,11,NA
1954,1954-04-07,12,2,10,500
1954,1954-04-08,11,5,6,120
1954,1954-04-09,6,2,4,200
1954,1954-04-10,6,0,6,NA
1954,1954-04-11,6,0,6,NA
1954,1954-04-12,0,0,0,NA
1954,1954-04-13,0,0,0,NA
1954,1954-04-14,22,1,21,2100
1954,1954-04-15,0,3,-3,-100
1954,1954-04-16,12,3,9,300
1954,1954-04-17,0,1,-1,-100
1954,1954-04-18,0,2,-2,-100
1954,1954-04-19,0,0,0,NA
1954,1954-04-20,0,0,0,NA
1954,1954-04-21,0,0,0,NA
1954,1954-04-22,0,0,0,NA
1954,1954-04-23,0,0,0,NA
1954,1954-04-24,0,0,0,NA
1954,1954-04-25,0,0,0,NA
1954,1954-04-26,0,0,0,NA
1954,1954-04-28,0,0,0,NA
1954,1954-04-30,0,0,0,NA
1954,1954-05-01,0,0,0,NA
1954,1954-05-02,0,0,0,NA
1954,1954-05-03,0,0,0,NA
1954,1954-05-04,0,0,0,NA
1954,1954-05-05,0,1,-1,-100
1954,1954-05-06,0,0,0,NA
1954,1954-05-07,0,0,0,NA
1954,1954-05-09,0,0,0,NA
1954,1954-05-10,0,0,0,NA
1954,1954-05-11,0,0,0,NA
1954,1954-05-12,0,0,0,NA
1954,1954-05-13,0,0,0,NA
1954,1954-05-14,11,4,7,175
1954,1954-05-15,0,1,-1,-100
1954,1954-05-16,0,0,0,NA
1954,1954-05-18,0,0,0,NA
1954,1954-05-19,0,0,0,NA
1954,1954-05-20,0,0,0,NA
1954,1954-05-21,0,0,0,NA
1954,1954-05-22,0,0,0,NA
1954,1954-05-23,0,0,0,NA
1954,1954-05-24,0,0,0,NA
1954,1954-05-25,0,0,0,NA
1954,1954-05-26,0,0,0,NA
1954,1954-05-27,0,0,0,NA
1954,1954-05-28,0,0,0,NA
1954,1954-05-29,0,0,0,NA
1954,1954-05-30,0,0,0,NA
1954,1954-05-31,0,0,0,NA
1954,1954-06-01,0,2,-2,-100
1954,1954-06-02,0,1,-1,-100
1954,1954-06-03,0,0,0,NA
1954,1954-06-04,0,0,0,NA
1954,1954-06-05,0,0,0,NA
1954,1954-06-06,0,0,0,NA
1954,1954-06-07,0,0,0,NA
1954,1954-06-08,0,0,0,NA
1954,1954-06-09,0,0,0,NA
1954,1954-06-10,11,0,11,NA
1954,1954-06-11,0,0,0,NA
1954,1954-06-12,0,0,0,NA
1954,1954-06-13,0,0,0,NA
1954,1954-06-14,0,0,0,NA
1954,1954-06-15,0,0,0,NA
1954,1954-06-17,0,0,0,NA
1954,1954-06-18,0,0,0,NA
1954,1954-06-19,0,0,0,NA
1954,1954-06-20,0,0,0,NA
1954,1954-06-21,0,0,0,NA
1954,1954-06-22,0,1,-1,-100
1954,1954-06-24,0,0,0,NA
1954,1954-06-26,0,0,0,NA
1954,1954-06-27,0,0,0,NA
1954,1954-06-28,0,0,0,NA
1954,1954-06-30,0,0,0,NA
1954,1954-07-02,0,0,0,NA
1954,1954-07-03,0,0,0,NA
1954,1954-07-05,0,0,0,NA
1954,1954-07-06,0,0,0,NA
1954,1954-07-09,0,1,-1,-100
1954,1954-07-10,0,0,0,NA
1954,1954-07-11,0,0,0,NA
1954,1954-07-12,16,4,12,300
1954,1954-07-13,16,10,6,60
1954,1954-07-14,13,9,4,44.44
1954,1954-07-15,11,5,6,120
1954,1954-07-16,19,5,14,280
1954,1954-07-17,12,8,4,50
1954,1954-07-18,0,3,-3,-100
1954,1954-07-19,0,0,0,NA
1954,1954-07-20,0,0,0,NA
1954,1954-07-21,0,0,0,NA
1954,1954-07-22,0,0,0,NA
1954,1954-07-23,0,0,0,NA
1954,1954-07-24,12,3,9,300
1954,1954-07-25,8,7,1,14.29
1954,1954-07-26,14,3,11,366.67
1954,1954-07-27,6,0,6,NA
1954,1954-07-28,0,0,0,NA
1954,1954-07-29,6,0,6,NA
1954,1954-07-30,0,1,-1,-100
1954,1954-07-31,0,0,0,NA
1954,1954-08-01,13,5,8,160
1954,1954-08-02,12,12,0,0
1954,1954-08-03,13,13,0,0
1954,1954-08-04,22,12,10,83.33
1954,1954-08-05,28,15,13,86.67
1954,1954-08-06,22,20,2,10
1954,1954-08-07,20,16,4,25
1954,1954-08-08,0,4,-4,-100
1954,1954-08-09,20,15,5,33.33
1954,1954-08-10,23,17,6,35.29
1954,1954-08-11,18,17,1,5.88
1954,1954-08-12,16,13,3,23.08
1954,1954-08-13,7,8,-1,-12.5
1954,1954-08-14,0,1,-1,-100
1954,1954-08-15,0,0,0,NA
1954,1954-08-16,0,0,0,NA
1954,1954-08-17,0,0,0,NA
1954,1954-08-18,0,0,0,NA
1954,1954-08-19,0,0,0,NA
1954,1954-08-20,0,1,-1,-100
1954,1954-08-21,19,16,3,18.75
1954,1954-08-22,28,19,9,47.37
1954,1954-08-23,22,19,3,15.79
1954,1954-08-24,16,15,1,6.67
1954,1954-08-25,12,10,2,20
1954,1954-08-27,0,2,-2,-100
1954,1954-08-28,0,0,0,NA
1954,1954-08-29,0,0,0,NA
1954,1954-08-31,0,0,0,NA
1954,1954-09-01,0,0,0,NA
1954,1954-09-02,0,0,0,NA
1954,1954-09-03,0,0,0,NA
1954,1954-09-04,6,2,4,200
1954,1954-09-05,6,2,4,200
1954,1954-09-06,0,1,-1,-100
1954,1954-09-07,0,0,0,NA
1954,1954-09-08,0,0,0,NA
1954,1954-09-09,0,0,0,NA
1954,1954-09-10,0,0,0,NA
1954,1954-09-11,0,0,0,NA
1954,1954-09-12,0,0,0,NA
1954,1954-09-13,0,0,0,NA
1954,1954-09-14,0,1,-1,-100
1954,1954-09-15,0,1,-1,-100
1954,1954-09-16,0,0,0,NA
1954,1954-09-17,0,0,0,NA
1954,1954-09-18,0,0,0,NA
1954,1954-09-19,0,0,0,NA
1954,1954-09-20,0,0,0,NA
1954,1954-09-21,0,0,0,NA
1954,1954-09-22,0,0,0,NA
1954,1954-09-23,0,0,0,NA
1954,1954-09-24,0,0,0,NA
1954,1954-09-25,0,0,0,NA
1954,1954-09-26,0,0,0,NA
1954,1954-09-27,0,0,0,NA
1954,1954-09-28,0,0,0,NA
1954,1954-09-29,0,0,0,NA
1954,1954-09-30,0,1,-1,-100
1954,1954-10-01,0,0,0,NA
1954,1954-10-02,0,0,0,NA
1954,1954-10-03,0,2,-2,-100
1954,1954-10-04,0,3,-3,-100
1954,1954-10-05,0,2,-2,-100
1954,1954-10-06,0,2,-2,-100
1954,1954-10-07,0,0,0,NA
1954,1954-10-08,6,3,3,100
1954,1954-10-09,12,1,11,1100
1954,1954-10-10,0,0,0,NA
1954,1954-10-11,6,3,3,100
1954,1954-10-12,7,5,2,40
1954,1954-10-13,13,7,6,85.71
1954,1954-10-14,11,12,-1,-8.33
1954,1954-10-15,23,19,4,21.05
1954,1954-10-16,30,15,15,100
1954,1954-10-17,12,1,11,1100
1954,1954-10-18,6,2,4,200
1954,1954-10-19,17,8,9,112.5
1954,1954-10-20,23,8,15,187.5
1954,1954-10-21,11,8,3,37.5
1954,1954-10-22,12,11,1,9.09
1954,1954-10-23,11,10,1,10
1954,1954-10-24,11,9,2,22.22
1954,1954-10-25,11,9,2,22.22
1954,1954-10-26,0,7,-7,-100
1954,1954-10-27,0,0,0,NA
1954,1954-10-28,0,0,0,NA
1954,1954-10-29,0,0,0,NA
1954,1954-10-30,0,0,0,NA
1954,1954-10-31,0,0,0,NA
1954,1954-11-01,0,1,-1,-100
1954,1954-11-02,0,1,-1,-100
1954,1954-11-03,0,0,0,NA
1954,1954-11-04,0,0,0,NA
1954,1954-11-05,0,5,-5,-100
1954,1954-11-06,14,7,7,100
1954,1954-11-07,13,8,5,62.5
1954,1954-11-08,6,7,-1,-14.29
1954,1954-11-09,34,24,10,41.67
1954,1954-11-10,40,40,0,0
1954,1954-11-11,52,35,17,48.57
1954,1954-11-12,51,42,9,21.43
1954,1954-11-13,41,32,9,28.12
1954,1954-11-14,14,19,-5,-26.32
1954,1954-11-15,14,12,2,16.67
1954,1954-11-16,0,2,-2,-100
1954,1954-11-17,0,0,0,NA
1954,1954-11-18,0,0,0,NA
1954,1954-11-19,0,2,-2,-100
1954,1954-11-20,0,0,0,NA
1954,1954-11-21,0,0,0,NA
1954,1954-11-22,0,0,0,NA
1954,1954-11-23,0,0,0,NA
1954,1954-11-24,0,0,0,NA
1954,1954-11-26,6,0,6,NA
1954,1954-11-27,0,0,0,NA
1954,1954-11-28,0,0,0,NA
1954,1954-11-30,0,0,0,NA
1954,1954-12-01,0,0,0,NA
1954,1954-12-02,0,0,0,NA
1954,1954-12-03,0,1,-1,-100
1954,1954-12-04,0,3,-3,-100
1954,1954-12-05,0,1,-1,-100
1954,1954-12-07,0,3,-3,-100
1954,1954-12-08,0,0,0,NA
1954,1954-12-09,0,0,0,NA
1954,1954-12-10,0,0,0,NA
1954,1954-12-11,0,1,-1,-100
1954,1954-12-12,0,0,0,NA
1954,1954-12-13,0,0,0,NA
1954,1954-12-14,0,3,-3,-100
1954,1954-12-15,32,18,14,77.78
1954,1954-12-16,23,17,6,35.29
1954,1954-12-17,20,19,1,5.26
1954,1954-12-18,36,26,10,38.46
1954,1954-12-19,29,19,10,52.63
1954,1954-12-20,23,16,7,43.75
1954,1954-12-21,12,5,7,140
1954,1954-12-22,11,5,6,120
1954,1954-12-23,13,14,-1,-7.14
1954,1954-12-24,13,12,1,8.33
1954,1954-12-25,12,8,4,50
1954,1954-12-26,6,5,1,20
1954,1954-12-27,0,0,0,NA
1954,1954-12-28,0,5,-5,-100
1954,1954-12-29,17,14,3,21.43
1954,1954-12-30,23,21,2,9.52
1954,1954-12-31,25,22,3,13.64
1955,1955-01-01,27,21,6,28.57
1955,1955-01-02,20,16,4,25
1955,1955-01-03,15,16,-1,-6.25
1955,1955-01-04,33,29,4,13.79
1955,1955-01-05,45,37,8,21.62
1955,1955-01-07,69,57,12,21.05
1955,1955-01-08,76,47,29,61.7
1955,1955-01-10,36,28,8,28.57
1955,1955-01-11,38,32,6,18.75
1955,1955-01-12,34,31,3,9.68
1955,1955-01-13,32,28,4,14.29
1955,1955-01-14,18,17,1,5.88
1955,1955-01-15,16,16,0,0
1955,1955-01-16,21,17,4,23.53
1955,1955-01-17,18,14,4,28.57
1955,1955-01-18,12,11,1,9.09
1955,1955-01-19,12,10,2,20
1955,1955-01-20,6,4,2,50
1955,1955-01-21,6,8,-2,-25
1955,1955-01-22,11,9,2,22.22
1955,1955-01-23,23,22,1,4.55
1955,1955-01-24,30,22,8,36.36
1955,1955-01-25,19,15,4,26.67
1955,1955-01-26,24,25,-1,-4
1955,1955-01-27,24,26,-2,-7.69
1955,1955-01-28,11,16,-5,-31.25
1955,1955-01-29,11,13,-2,-15.38
1955,1955-01-30,34,21,13,61.9
1955,1955-01-31,24,22,2,9.09
1955,1955-02-01,23,25,-2,-8
1955,1955-02-02,34,33,1,3.03
1955,1955-02-03,36,40,-4,-10
1955,1955-02-04,42,35,7,20
1955,1955-02-05,38,28,10,35.71
1955,1955-02-06,33,31,2,6.45
1955,1955-02-07,44,36,8,22.22
1955,1955-02-08,39,27,12,44.44
1955,1955-02-09,47,26,21,80.77
1955,1955-02-10,35,30,5,16.67
1955,1955-02-11,33,29,4,13.79
1955,1955-02-12,49,28,21,75
1955,1955-02-13,28,15,13,86.67
1955,1955-02-14,17,13,4,30.77
1955,1955-02-15,11,11,0,0
1955,1955-02-16,26,11,15,136.36
1955,1955-02-18,0,0,0,NA
1955,1955-02-19,0,0,0,NA
1955,1955-02-20,0,0,0,NA
1955,1955-02-21,13,12,1,8.33
1955,1955-02-22,25,19,6,31.58
1955,1955-02-23,25,27,-2,-7.41
1955,1955-02-24,35,27,8,29.63
1955,1955-02-25,37,29,8,27.59
1955,1955-02-26,32,31,1,3.23
1955,1955-02-27,36,33,3,9.09
1955,1955-02-28,31,36,-5,-13.89
1955,1955-03-01,25,29,-4,-13.79
1955,1955-03-02,25,22,3,13.64
1955,1955-03-03,24,19,5,26.32
1955,1955-03-05,12,10,2,20
1955,1955-03-06,11,10,1,10
1955,1955-03-07,0,3,-3,-100
1955,1955-03-08,0,3,-3,-100
1955,1955-03-09,0,2,-2,-100
1955,1955-03-11,0,0,0,NA
1955,1955-03-12,0,0,0,NA
1955,1955-03-13,0,0,0,NA
1955,1955-03-14,0,0,0,NA
1955,1955-03-15,0,0,0,NA
1955,1955-03-17,0,0,0,NA
1955,1955-03-18,0,0,0,NA
1955,1955-03-19,0,0,0,NA
1955,1955-03-20,0,0,0,NA
1955,1955-03-21,0,2,-2,-100
1955,1955-03-22,0,0,0,NA
1955,1955-03-23,0,0,0,NA
1955,1955-03-24,0,0,0,NA
1955,1955-03-25,0,0,0,NA
1955,1955-03-26,0,0,0,NA
1955,1955-03-27,0,2,-2,-100
1955,1955-03-28,0,0,0,NA
1955,1955-03-29,18,6,12,200
1955,1955-03-30,14,13,1,7.69
1955,1955-03-31,15,12,3,25
1955,1955-04-01,14,12,2,16.67
1955,1955-04-02,6,2,4,200
1955,1955-04-03,12,6,6,100
1955,1955-04-04,11,7,4,57.14
1955,1955-04-05,25,21,4,19.05
1955,1955-04-06,34,32,2,6.25
1955,1955-04-07,36,29,7,24.14
1955,1955-04-08,37,26,11,42.31
1955,1955-04-09,13,15,-2,-13.33
1955,1955-04-10,13,9,4,44.44
1955,1955-04-11,6,3,3,100
1955,1955-04-12,0,0,0,NA
1955,1955-04-13,0,1,-1,-100
1955,1955-04-14,0,0,0,NA
1955,1955-04-15,13,13,0,0
1955,1955-04-16,23,13,10,76.92
1955,1955-04-17,11,5,6,120
1955,1955-04-18,0,0,0,NA
1955,1955-04-19,0,0,0,NA
1955,1955-04-20,0,3,-3,-100
1955,1955-04-22,0,1,-1,-100
1955,1955-04-23,0,1,-1,-100
1955,1955-04-24,0,1,-1,-100
1955,1955-04-25,0,0,0,NA
1955,1955-04-26,0,2,-2,-100
1955,1955-04-27,25,14,11,78.57
1955,1955-04-28,28,21,7,33.33
1955,1955-04-29,32,25,7,28
1955,1955-04-30,34,26,8,30.77
1955,1955-05-01,29,28,1,3.57
1955,1955-05-02,26,25,1,4
1955,1955-05-03,43,32,11,34.38
1955,1955-05-04,65,47,18,38.3
1955,1955-05-05,37,35,2,5.71
1955,1955-05-06,38,31,7,22.58
1955,1955-05-07,27,23,4,17.39
1955,1955-05-08,12,8,4,50
1955,1955-05-09,11,0,11,NA
1955,1955-05-10,0,1,-1,-100
1955,1955-05-11,0,0,0,NA
1955,1955-05-12,0,0,0,NA
1955,1955-05-13,0,1,-1,-100
1955,1955-05-14,11,0,11,NA
1955,1955-05-15,0,7,-7,-100
1955,1955-05-16,14,6,8,133.33
1955,1955-05-17,17,17,0,0
1955,1955-05-18,31,24,7,29.17
1955,1955-05-19,38,29,9,31.03
1955,1955-05-20,33,40,-7,-17.5
1955,1955-05-21,65,48,17,35.42
1955,1955-05-24,52,44,8,18.18
1955,1955-05-25,73,44,29,65.91
1955,1955-05-26,52,46,6,13.04
1955,1955-05-27,36,33,3,9.09
1955,1955-05-28,62,36,26,72.22
1955,1955-05-29,45,34,11,32.35
1955,1955-05-30,28,24,4,16.67
1955,1955-05-31,20,20,0,0
1955,1955-06-01,20,15,5,33.33
1955,1955-06-02,22,16,6,37.5
1955,1955-06-03,22,9,13,144.44
1955,1955-06-04,28,16,12,75
1955,1955-06-05,30,19,11,57.89
1955,1955-06-06,26,20,6,30
1955,1955-06-07,31,20,11,55
1955,1955-06-08,28,18,10,55.56
1955,1955-06-09,50,18,32,177.78
1955,1955-06-10,36,23,13,56.52
1955,1955-06-11,56,40,16,40
1955,1955-06-12,36,32,4,12.5
1955,1955-06-14,39,36,3,8.33
1955,1955-06-15,54,34,20,58.82
1955,1955-06-16,74,51,23,45.1
1955,1955-06-17,83,48,35,72.92
1955,1955-06-18,72,49,23,46.94
1955,1955-06-19,73,51,22,43.14
1955,1955-06-20,69,53,16,30.19
1955,1955-06-21,51,34,17,50
1955,1955-06-22,30,21,9,42.86
1955,1955-06-23,13,9,4,44.44
1955,1955-06-24,0,0,0,NA
